distance,size,num_of_rooms,floor,price
347,34,2,1,82000
3091,44,2,0,86000
3763,31,2,-1,46500
8751,58,2,1,94400
8751,46,3,1,94200
8751,46,3,3,94200
8751,48,2,2,97300
8751,48,2,3,97300
8751,52,3,3,95300
8751,52,3,4,92800
8751,55,2,3,98900
3796,38,2,1,88900
5174,37,1,4,77700
8751,55,3,3,87000
8751,47,3,1,94000
8751,38,3,1,76000
8751,40,3,1,81000
3381,17,1,0,58000
3796,38,1,1,89000
3511,34,2,-1,71000
3860,29,2,9,90900
6073,34,1,1,97000
8751,38,2,2,74000
3381,80,2,3,199000
603,66,3,7,190000
3062,65,3,1,180000
2973,96,4,5,229000
4688,161,5,9,990000
2462,106,4,3,319900
3763,172,5,1,580000
1540,127,3,5,375000
2973,96,4,7,223000
3230,79,3,1,255000
6660,72,3,11,187000
3860,44,2,0,86000
3062,32,1,1,106000
3230,104,4,1,148000
347,48,2,1,160000
3062,32,1,1,110000
1540,44,2,18,107000
4181,54,2,4,136525
2402,88,4,1,259000
5678,92,4,3,329900
2462,95,4,1,285000
6073,98,4,4,286000
4688,96,3,26,549900
4688,107,4,7,375000
4688,124,4,5,620000
1658,109,4,8,465000
1658,104,4,23,453000
1658,118,4,20,599000
1658,79,3,7,315000
1658,117,4,22,503000
3230,108,4,2,285000
672,47,2,6,175000
1540,126,4,1,433100
2462,76,3,3,232000
3230,112,3,2,360000
672,77,3,6,250000
3763,172,6,1,580000
1540,90,2,1,360000
2976,76,4,5,197600
5302,60,3,3,170000
